,OBJECTID1,File_tag,Provider,DateOnly,Date,Date_1,Time_2,Latitude_3,Longitude_3,Address_of_incident_4,ID_of__nearest__asset_5,ID_of_nearest__polyphase__line_,Voltage_of_line_in_which__fire_,Network_categorisation_8,Type_of_primary_asset__involved,Phase_s__of__line_or__transform,Kind_of_fire_start_as_per_Claus,Location__area_12,Location_multiplier,Fire__danger__rating_13,Danger_multiplier,Product_of_multipliers,DNSP_record_number_14,OSIRIS___ESV__reference__number,Fault__description_16,Overhead_conductors,BUFF_DIST,FOR_CODE,FOR_TYPE,FOR_CAT,COVER,HEIGHT,FOREST,Elevation,STATION_ID,CODE,NAME,WeatherStation,Monthly Avg Rainfall,Monthly Mean Max Temperature,Monthly Mean Solar Exposure,Is_Fire
1004,1005,United 16/19,United,13/07/2016,7/13/16 0:00,42564.0,0.771365741,-37.89888856,145.2233307,,8808747.0,MGE21,22kV AC,Urban, - surge diverter,three phase,Started in or originated from a distribution system,LBRA only,0.2,No forecast,0.1,0.02,4993.0,20160819UTD_02,"Lis 8808747, LA on B phase found blowen clear. All three cut clear. Notification ##1000537547",,7.62,0,Non forest,Non forest,6,6,0,55.87324142,95867,SCOR,SCORESBY AWS,,68.6,14.6,7.2,0
1492,1493,PowerCor 19/282,PowerCor,11/04/2020,4/11/20 0:00,43932.0,0.815277778,-36.34312,145.17494,O/S 1230 LILFORD RD. MERRIGUM,30130456.0,KYM003,22kV AC,Rural Long, - overhead conductor (bare; all aluminium conductor),three phase,Started in or originated from a distribution system,LBRA only,0.2,Very high,1.0,0.2,,20200414PWA_02,Report received of small grass fire and wire down at the incident location. On arrival crew found that a conductor had fractured at the 22kv insulator and fallen to the ground starting a small grass fire. There was no reported injuries or third party prop,,7.62,0,Non forest,Non forest,6,6,0,105.5174026,95833,KYAB,KYABRAM,,145.6,19.3,9.8,0
139,140,United 19/69,United,5/01/2020,1/5/20 0:00,43835.0,0.428657407,-38.33014366,144.7136143,"26 ELIZABETH ROAD, PORTSEA VIC 3944",1307150.0,STO13,22kV AC,Urban, - crossarm (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,1366547.0,20200122UTD_06,"ELIZABETH AVE, LIS:1307150 HV LV Inter, 9 Shed insulators. Xarm requires replacement broken at strap bolt. fire report #7043 -ESV #13140653", - communications linear assets,7.62,0,Non forest,Non forest,6,6,0,6.808852196,94857,GROV,GEELONG AP AWS,,129.4,26.9,21.8,0
410,411,Ausnet 19/85,Ausnet,27/12/2019,12/27/19 14:30,43826.60417,43826.60417,-38.25434801,146.423493,"240 MONASH WAY, MORWELL VIC 3840",2626406.0,MWL24,22kV AC,RURAL SHORT, - underground cable,three phase,Otherwise started by a distribution system,HBRA only,1.0,HIGH,0.5,0.5,,20200113SPN_01,dead bird found on adjacent pole. Under investigation.,,7.62,0,Non forest,Non forest,6,6,0,71.82776642,94891,YLTV,LATROBE VALLEY,,4.4,24.6,24.7,0
1658,1659,PowerCor 19/277,PowerCor,4/04/2020,4/4/20 0:00,43925.0,0.539583333,-35.186127,143.316,"CHINKAPOOK-NYAH WEST ROAD, CHINKAPOOK VIC 3546",32157434.0,SHL002,22kV AC,Rural Long, - crossarm (wood),three phase,Started in or originated from a distribution system,HBRA only,1.0,Very high,1.0,1.0,,20200520PWA_10 ,Crew responding to a report of a pole fire found found HV crossarm burnt.,,7.62,0,Non forest,Non forest,6,6,0,75.94299316,94843,YSWH,SWAN HILL AWS,,145.6,19.3,9.8,0
1666,1667,PowerCor 19/151,PowerCor,5/01/2020,1/5/20 0:00,43835.0,0.679861111,-35.075079,142.318121,"11 RAILWAY TERRACE, OUYEN, VIC, 3490",32150815.0,OYN007,22kV AC,Rural Short, - crossarm (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,,20200108PWA_07 ,Report from Vic Fire that pole on fire at above address. When crew arrived they found that the cross arm had burnt through from the cross arm strap bolt. The outer phase of the HV had fallen onto the LV cross-arm.  Crew confirmed no HVI had occurred.  The,,7.62,0,Non forest,Non forest,6,6,0,51.61405945,94831,OUYE,OUYEN,,129.4,26.9,21.8,1
1604,1605,Powercor 18/211,Powercor,29/03/2019,29/03/2019,,,-35.95495909,145.6099619,6515 Benalla-Tocumwal Road (C371) YARROWEYAH VIC 3644 (Near corner Churchill Road & Lonergan Road),,CME015,22kV AC,Rural Short, - fuse (EDO fuse),three phase,Started by lightning striking a distribution system or a part of a distribution system ,LBRA only,0.2,Severe,2.0,0.4,,20190329PWA_04,"Customer reported lightning has struck power pole out the front of property.  Crew found lightning had damaged an EDO fuse unit and started a 100m x 20m grass fire, no reported injuries or property damage.",,7.62,0,Non forest,Non forest,6,6,0,112.9741974,94862,81124,YARRAWONGA,,14.6,24.8,15.9,0
1692,1693,Powercor 16/165,Powercor,16/03/2017,3/16/17 0:00,42810.0,0.459027778,-34.330244,141.73497,,32144890.0,RCT023,12.7kV AC (SWER),Rural Long, - pole (wood),single wire earth return (SWER),Started by any other thing forming part of or coming into contact with a distribution system,HBRA only,1.0,High,0.5,0.5,12889.0,20170317PWA_01,Vic Fire reported a tractor hit a pole and caused a ground fire. The crew attended and confirmed that a tractor (Driven by Anthony Rowe) had hit a pole and bought it and the conductors to ground. This caused a ground fire of approximately 5 meters X 40 me,,7.62,0,Non forest,Non forest,6,6,0,62.13736725,94693,YMIA,MILDURA,,29.2,26.9,16.8,0
343,344,United 18/58,United,22/12/2018,12/22/18 0:00,43456.0,0.088518519,-38.25706508,145.1895977,"1510 FRANKSTON-FLINDERS ROAD, TYABB VIC 3913",1108044.0,HGS33,22kV AC,Rural Short, - pole (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,1249550.0,20181227UTD_03,22kv insultor polymeric need to be replaced and also the LV tee off xarm fire report # 6827. LIS # 1108044. Pole missing 1/3 thickness at LV t off x arm.,,7.62,0,Non forest,Non forest,6,6,0,25.93245888,94898,CERB,CERBERUS AWS,,117.3,25.7,22.1,1
1378,1379,PowerCor 19/135,PowerCor,31/12/2019,12/31/19 0:00,43830.0,0.006944444,-36.704316,142.215309,"1 Pryors Road, Horsham 3400",30078377.0,HSM009,22kV AC,Urban, - crossarm (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,,20200102PWA_06,"Vic Fire reported a pole fire at the incident location. On arrival the fault crew found a HV crossarm had burned through, dropping the outside conductor.  There was no ground fire.",,7.62,0,Non forest,Non forest,6,6,0,127.7905273,95839,YHSM,HORSHAM AWS,,4.4,24.6,24.7,0
819,820,CitiPower 19/23,CitiPower,18/10/2019,10/18/19 0:00,43756.0,0.65625,-37.761141,144.996719,"Cnr Spencer Street & Woolton Avenue, Thornbury",30184890.0,NC013,11kV AC,Urban, - overhead conductor (covered uninsulated),three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,,20191106PWA_01,"Resident reported a flash of electricity that was seen & heard shooting down to footpath on the pole located on the Cnr Spencer Street & Woolton Avenue, Thornbury . Attending crew found connection had parted from gas switch.",,7.62,0,Non forest,Non forest,6,6,0,51.78774261,94868,MELB,MELBOURNE,,27.7,21.3,18.8,0
980,981,United 17/61,United,28/01/2018,1/28/18 0:00,43128.0,0.795138889,-37.7827389,145.1541665,3 DAWS ROAD DONCASTER EAST,7063276.0,DC 03,Low voltage AC (<1kV),Urban, - connection box,three phase,Started in or originated from a distribution system,LBRA only,0.2,Very high,1.0,0.2,,20180205UTD_03,Replaced red and white phs south cct 315amp din fuses - cause: burnt out u/g junction box on lis: 7063276 - Possibly due to overload,,7.62,0,Non forest,Non forest,6,6,0,91.06811523,95867,SCOR,SCORESBY AWS,,73.6,27.2,23.9,1
641,642,Ausnet 19/99,Ausnet,15/01/2020,1/15/20 19:25,43845.80903,43845.80903,-37.92468302,145.511703,"46 MOUNTAIN ROAD, COCKATOO VIC 3781",420544.0,BGE22,Low voltage AC (<1kV),RURAL SHORT, - dropper / bridge,single phase,Started by lightning striking a distribution system or a part of a distribution system ,within area delineated on plan LEGL./16-354,4.6,HIGH,0.5,2.3,,20200116SPN_01,"Lightning hit substation pole. blue phase lv leads blown off, LV N  down the pole as been on fire.  6 - 8 inches",,7.62,44,Eucalypt Medium Open,Native forest,2,2,1,257.9972229,94872,DUNN,DUNNS HILL AWS,,129.4,26.9,21.8,1
109,110,Powercor 17/293,Powercor,9/06/2018,6/9/18 0:00,43260.0,0.79375,-38.29407253,143.2206791,"540 Purrumbete Estate, Koallah.",32059366.0,CDN002,Low voltage AC (<1kV),Rural Long, - fuse (any other type),three phase,Started in or originated from a distribution system,within area delineated on plan LEGL./16-354,4.6,No forecast,0.1,0.46,14144.0,20180612PWA_04,Vicfire reported a transformer fire at the incident location. On arrival the crew found that a 480V LV fuse box had burnt out at one end. There was no ground fire. There was no reported third party damage or any injuries.,,7.62,0,Non forest,Non forest,6,6,0,135.9925079,94845,YOLA,COLAC AP,,47.2,14.3,7.2,0
144,145,United 18/20,United,23/07/2018,7/23/18 0:00,43304.0,0.505856481,-38.31953425,144.7105129,"3804 POINT NEPEAN ROAD, PORTSEA VIC 3944",1307193.0,STO13,22kV AC,Urban, - overhead conductor (bare; aluminium core steel reinforced),three phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",LBRA only,0.2,No forecast,0.1,0.02,1201097.0,20180725UTD_01,Tree was on fire as per CFA road side hv condcutor property boundary of 3804 & 3808 - lis#1307193 conductor  fire repot# 6826   council tree -no fire when crew arrived,,7.62,0,Non forest,Non forest,6,6,0,10.415308,94857,GROV,GEELONG AP AWS,,22,14.8,8,0
570,571,United 19/83,United,20/01/2020,1/20/20 0:00,43850.0,0.233576389,-38.02759179,145.2235496,"47 HEALEY ROAD, DANDENONG SOUTH VIC 3175",623699.0,DVY32,22kV AC,Urban, - pole (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,1371335.0,20200205UTD_01,"CFA attended and extinguished pole fire between HV+LV xarms. D Glen states ""pole is stable, requires closer inspection and either insulators or pole + insulators replaced"" Fire report #2706. ", - poles / columns (minor road),7.62,0,Non forest,Non forest,6,6,0,10.51997375,94879,CRAN,CRANBOURNE,,129.4,26.9,21.8,1
368,369,Ausnet 18/94,Ausnet,31/01/2019,1/31/19 5:31,43496.22986,43496.22986,-38.27500402,145.572907,"280 MCDONALDS TRACK, LANG LANG VIC 3984",514128.0,LLG12,22kV AC,RURAL SHORT, - fuse (boric acid),three phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,HIGH,0.5,2.3,,20190131SPN_03,Candling HV fuse. Fuse replaced and supply restored. No evidence of ground fire,,7.62,41,Eucalypt Medium Woodland,Native forest,1,2,1,13.95594978,94892,RHYL,RHYLL AWS,,12.6,28.4,25.6,0
945,946,Ausnet 19/163,Ausnet,13/05/2020,5/13/20 21:33,43964.89792,43964.89792,-37.79600602,145.257056,"436-440 MAROONDAH HIGHWAY, CROYDON VIC 3136",1220282.0,CYN32,Low voltage AC (<1kV),URBAN, - lamps (major road),single phase,Otherwise started by a distribution system,LBRA only,0.2,NO FORECAST,0.1,0.02,,20200514SPN_01,Dedregation of grey twisted service supplying the pole has made contact with the pole or conductors on the pole.,,7.62,0,Non forest,Non forest,6,6,0,131.9060516,95867,SCOR,SCORESBY AWS,,82.8,16.4,8.3,0
1572,1573,Ausnet 16/102,Ausnet ,23/02/2017,2/23/17 15:04,42789.62778,42789.62778,-36.11743399,147.0030547,,5235747.0,WOTS-HPS,66kV AC,UNCLASSIFIED, - crossarm (wood),three phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,Very high,1.0,4.6,226579.0,20170223SPN_01,A broken crossarm on a parallel vertical 66kV circuit caused the middle and lower conductors to clash resulting in a large grass fire. Active termites were found in the broken crossarm and in the pole. ,,7.62,0,Non forest,Non forest,6,6,0,175.4871063,94895,BCH,BEECHWORTH,,47,25.9,20.5,0
183,184,United 17/49,United,12/01/2018,1/12/18 0:00,43112.0,0.165671296,-38.38687608,144.9312517,69 CARRATHOOL AVENUE ROSEBUD,1311457.0,RBD12,22kV AC,Rural Short, - fuse (EDO fuse),three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,5396.0,20180112UTD_04,"EDO fuse tube candled, replaced 10a fuse and tube on the white phase, ncf. fire report #6623",,7.62,0,Non forest,Non forest,6,6,0,95.98451996,94898,CERB,CERBERUS AWS,,73.6,27.2,23.9,0
931,932,Ausnet 19/60,Ausnet,21/11/2019,11/21/19 16:00,43790.66667,43790.66667,-37.80295801,145.344487,"342 CAMBRIDGE ROAD, MONTROSE VIC 3765",1001092.0,CYN33,22kV AC,URBAN, - overhead conductor (bare; aluminium core steel reinforced),three phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",HBRA only,1.0,VERY HIGH,1.0,1.0,,20191125SPN_01,Private decayed tree branch outside of vegetation clearance space failed.,,7.62,0,Non forest,Non forest,6,6,0,166.998291,94872,DUNN,DUNNS HILL AWS,,60.8,21.8,20.4,0
301,302,United 19/56,United,21/12/2019,12/21/19 0:00,43820.0,0.999756944,-38.13732767,145.1239161,"377 NEPEAN HIGHWAY, FRANKSTON VIC 3199",3308817.0,FTN22,Low voltage AC (<1kV),Urban, - switch (disconnector/isolator),three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,1364161.0,20200114UTD_05,"TX LV Krone Box has melted (red phase contact failed, however it shorted to white phase.).  Outage to substation to replace krone box. Fire Report #6830 - smal fire started nature strip area 1/2 metre square, crew have sent photos to dispatch. LIS 3308817", - transformer (any other type),7.62,0,Non forest,Non forest,6,6,0,7.575683594,94879,CRAN,CRANBOURNE,,4.4,24.6,24.7,0
1606,1607,Powercor 16/101,Powercor,5/01/2017,1/5/17 0:00,42740.0,0.501388889,-35.97153,145.62296,,33085558.0,CME015,Low voltage AC (<1kV),Rural Short, - connection box,three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,12684.0,20170106PWA_01,The CFA reported a pole had caused a grass fire at the incident location. On arrival the crew found that at the incident location a pole box had faulted resulting in approximately 4 acres of grassland being burnt. No injury and or other third party damage,,7.62,0,Non forest,Non forest,6,6,0,114.3610001,94862,81124,YARRAWONGA,,33.2,26.5,23.4,0
1327,1328,PowerCor 19/101,PowerCor,11/12/2019,12/11/19 0:00,43810.0,0.711805556,-37.06745,142.794131,"Cnr Centenary Crt and Jubilee Rd, Stawell (opposite 12 Jubilee Rd, Stawell)",33053400.0,STL007,22kV AC,Rural Long, - transformer (pole mounted),three phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",within area delineated on plan LEGL./16-354,4.6,High,0.5,2.3,,20191212PWA_02 ,"VicFire reported a fire at the incident location. On arrival the crew found that a bird had caused a flashover on a substation pole. The resultant fault current caused the feeder CB to reclose and the bird to fall to the ground, resulting in a ground fire",,7.62,0,Non forest,Non forest,6,6,0,270.6097412,94836,YSWL,STAWELL AWS,,4.4,24.6,24.7,0
73,74,Ausnet 16/85,Ausnet ,26/01/2017,1/26/17 9:57,42761.41458,42761.41458,-38.629913,146.503026,,2609024.0,FTR12,Low voltage AC (<1kV),RURAL LONG, - connection box,single wire earth return (SWER),Otherwise started by a distribution system,HBRA only,1.0,High,0.5,0.5,226205.0,20170215SPN_01,A Fused Overhead Line Connector Box (FOLCB) caught fire causing the box to melt resulting in a small grass fire. Typical causes are high impedance connections or electrical overload.,,7.62,0,Non forest,Non forest,6,6,0,29.70061111,95830,YRMX,YARRAM CFA,,33.2,26.5,23.4,0
1045,1046,Ausnet 18/158,Ausnet,5/04/2019,4/5/19 19:45,43560.82292,43560.82292,-37.84689101,145.474376,"25 ELEANOR DRIVE, SILVAN VIC 3795",1013469.0,LDL13,22kV AC,RURAL SHORT, - fuse (boric acid),single phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,VERY HIGH,1.0,4.6,,20190408SPN_01,Fault crew attended and found candled 6K BA fuse on the footpath side. No Evidence of ground fire  Fuse replaced and supply restored,,7.62,0,Non forest,Non forest,6,6,0,142.2465515,94872,DUNN,DUNNS HILL AWS,,11.6,22,11.1,0
674,675,Ausnet 19/156,Ausnet,6/04/2020,4/6/20 7:30,43927.3125,43927.3125,-37.98227899,146.883127,"4945 TRARALGON-MAFFRA ROAD, TINAMBA VIC 3859",5723936.0,MFA22,22kV AC,RURAL LONG, - fuse (EDO fuse),three phase,Otherwise started by a distribution system,LBRA only,0.2,LOW-MODERATE,0.2,0.04,,20200508SPN_01,Plausible cause is age of the EDO Fuse.,,7.62,0,Non forest,Non forest,6,6,0,30.2579422,94907,YMES,SALE,,145.6,19.3,9.8,0
802,803,United 19/113,United,6/05/2020,5/6/20 0:00,43957.0,0.792361111,-37.88212511,144.9783556,"UNIT 1 1 ORMOND ESPLANADE, ELWOOD VIC 3184",2308954.0,EW12,Low voltage AC (<1kV),Urban, - connection box,three phase,Started in or originated from a distribution system,LBRA only,0.2,No forecast,0.1,0.02,1403253.0,20200512UTD_02,Replaced 3 phase FMB @ pole end  that was on fire o/s 1 Ormond Esplanade Elwood- Fire Report #9615 - LIS 2308954,Medium: 1000 sq.m - 10 ha,7.62,0,Non forest,Non forest,6,6,0,2.0,94868,MELB,MELBOURNE,,82.8,16.4,8.3,0
948,949,United 18/37,United,25/09/2018,9/25/18 0:00,43368.0,0.495138889,-37.84150607,145.2001499,"CARLINGA DRIVE, VERMONT VIC 3133",7031165.0,RWT35,22kV AC,Urban, - overhead conductor (bare; all aluminium conductor),three phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",LBRA only,0.2,No forecast,0.1,0.02,1222030.0,20181002UTD_01,Truck hit tree which caused branches to make contact and catch fire (MFB) with HV O/H conductors at LIS#7031165. ,,7.62,0,Non forest,Non forest,6,6,0,123.4243011,95867,SCOR,SCORESBY AWS,,19,17.2,14.6,1
538,539,United 17/121,United,29/05/2018,5/29/18 0:00,43249.0,0.865775463,-38.0123838,145.0907076,28 NEPEAN HWY ASPENDALE,3302246.0,MC 01,Low voltage AC (<1kV),Urban, - dropper / bridge,three phase,Started in or originated from a distribution system,LBRA only,0.2,No forecast,0.1,0.02,5555.0,20180608UTD_01,Crew isolated the substation LV/HV and replaced the TX LV leads and Krone box as they had melted together. LIS # 3302246. ,,7.62,0,Non forest,Non forest,6,6,0,2.999984026,94870,YMMB,MOORABBIN AWS,,72.2,17.6,7.3,0
1040,1041,Ausnet 17/59,Ausnet,4/12/2017,12/4/17 11:35,43073.48264,43073.48264,-37.78075099,145.427229,"7 UNION ROAD, WANDIN NORTH VIC 3139",1002142.0,LDL23,Low voltage AC (<1kV),RURAL LONG, - lamps (minor road),single phase,Otherwise started by a distribution system,LBRA only,0.2,LOW-MODERATE,0.2,0.04,231520.0,20180117SPN_01,Burnt out street light fitting. The damage was contained within the light head.,,7.62,0,Non forest,Non forest,6,6,0,187.6087341,94864,YCEM,COLDSTREAM AWS,,119.2,25,22.4,0
383,384,Ausnet 17/150,Ausnet,28/03/2018,3/28/18 8:44,43187.36389,43187.36389,-38.25158399,145.657987,"1060 WESTERNPORT ROAD, LANG LANG EAST VIC 3984",519170.0,LLG11,22kV AC,RURAL SHORT, - fuse (EDO fuse),single phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,HIGH,0.5,2.3,233053.0,20180508SPN_03,Burnt EDO fuse tube.,,7.62,0,Non forest,Non forest,6,6,0,33.08441544,95854,ELLI,ELLINBANK,,24.6,24.9,16.6,0
929,930,Ausnet 19/46,Ausnet,7/10/2019,10/7/19 22:25,43745.93403,43745.93403,-37.753261,145.212213,"36 HODSON ROAD, WARRANDYTE VIC 3113",1206025.0,RWN31,Low voltage AC (<1kV),RURAL SHORT, - underground service cable (residential),three phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,LOW-MODERATE,0.2,0.92,,20191010SPN_02,2 x 4 wire services caught fire in conduit on pole and burnt to FOLCB.,,7.62,44,Eucalypt Medium Open,Native forest,2,2,1,98.10494232,95867,SCOR,SCORESBY AWS,,27.7,21.3,18.8,0
1594,1595,PowerCor 19/80,PowerCor,30/11/2019,11/30/19 0:00,43799.0,0.365972222,-35.905387,144.301367,"28 King Albert Ave, Leitchville VIC 3567",30029109.0,CHA005,22kV AC,Rural Long, - crossarm (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,Very high,1.0,0.2,,20191202PWA_02 ,"Customer called reporting pole caught fire and smoldering. When crew arrived, they found that cross arm had burnt and outer phase (red phase) had dropped onto the LV cross arm. Crew called an LEI who attended and advised a HVI had occurred. No ground fire",,7.62,0,Non forest,Non forest,6,6,0,83.6622467,94844,YKER,KERANG,,60.8,21.8,20.4,0
751,752,Jamena 18/26,Jamena,25/01/2019,1/25/19 0:00,43490.0,0.711006944,-37.779495,144.878501,60 EMU ROAD MAIDSTONE,,BY14,22kV AC,Urban, - connector / termination,three phase,Started in or originated from a distribution system,LBRA only,0.2,Severe,2.0,0.4,175477.0,20190126JEM_01,Small grass fire ,,7.62,0,Non forest,Non forest,6,6,0,37.01626587,94868,MELB,MELBOURNE,,12.6,28.4,25.6,1
1662,1663,Powercor 16/188,Powercor,14/04/2017,4/14/17 0:00,42839.0,0.529166667,-35.22414256,143.4671855,,30276890.0,SHL004,Low voltage AC (<1kV),Rural Short, - connection box,three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,13029.0,20170420PWA_03,"CFA reported that there had been a pole fire at the above-mentioned location. Upon arrival, the crew found that the fuse box had burnt at the 4m mark on the pole. Cause unknown. Crew removed old fuse box and replaced it with a new unit. The site is now sa",,7.62,0,Non forest,Non forest,6,6,0,68.90002441,94843,YSWH,SWAN HILL AWS,,142.7,20.8,10.8,0
772,773,Powercor 16/174,Powercor,2/04/2017,4/2/17 0:00,42827.0,0.963194444,-37.846004,144.68516,,,LV001,22kV AC,Rural Short, - transformer (kiosk mounted),three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,12969.0,20170404PWA_01,"Observations from site attendances:
1) A 315kVA, Etel kiosk in a residential subdivision appears to have sustained a major fault.
2) A grass fire was initiated in reserve landscaping surrounding the Kiosk location.
3) The forces of the electrical fault ha",,7.62,0,Non forest,Non forest,6,6,0,36.98242188,94865,YLVT,LAVERTON AWS,,142.7,20.8,10.8,0
1035,1036,Ausnet 18/108,Ausnet,8/02/2019,2/8/19 19:29,43504.81181,43504.81181,-37.758494,145.430367,"8A MAURICE ROAD, GRUYERE VIC 3770",1002281.0,LDL23,22kV AC,RURAL LONG, - fuse (EDO fuse),single phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,HIGH,0.5,2.3,,20190211SPN_04,Candled EDO HV fuse following bird contacting O/H HV conductors. No damaged to AusNet assets and no evidence of ground fire,,7.62,0,Non forest,Non forest,6,6,0,120.0094299,94864,YCEM,COLDSTREAM AWS,,20.3,26,21.4,0
429,430,Ausnet 16/30,Ausnet ,29/08/2016,8/29/16 17:08,42611.71429,42611.71429,-38.18440033,146.561926,,2604178.0,TGN-MFA,66kV AC,UNCLASSIFIED, - overhead conductor (bare; aluminium core steel reinforced),three phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",LBRA only,0.2,No forecast,0.1,0.02,223979.0,20160830SPN_01,"Fault crew called to fire at base of concrete HV pole 2604178 on the Traralgon Maffra Road, Traralgon. Grass fire area burnt was approximately 25 x 15 metres in size. 66kV feeder had 1 reclose, on supply when the crew arrived. 2 burnt crows found at base ",,7.62,0,Non forest,Non forest,6,6,0,47.48377228,94891,YLTV,LATROBE VALLEY,,69.4,15.9,10.1,1
1657,1658,PowerCor 19/223,PowerCor,4/02/2020,2/4/20 0:00,43865.0,0.900694444,-35.207874,143.40211,"2267 MURRAY VALLEY HIGHWAY,VINIFERA,VIC,3591",33069333.0,SHL002,22kV AC,Rural Long, - capacity balancing units,three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,,20200210PWA_02 ,"Customer reported fire on top of pole and sparking wires at incident location. Upon arrival crew found that the fire had been extinguished by the CFA. There appears to have been a HV capacitor fault, no damage to pole. There was no ground fire, no reporte",,7.62,0,Non forest,Non forest,6,6,0,67.01804352,94843,YSWH,SWAN HILL AWS,,75.8,24.4,17.9,1
1483,1484,PowerCor 19/224,PowerCor,6/02/2020,2/6/20 0:00,43867.0,0.430555556,-36.254154,144.9814,"2094 Curr Rd, Tongala",33089386.0,KYM004,Low voltage AC (<1kV),Rural Long, - overhead service conductor (other),single phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",LBRA only,0.2,High,0.5,0.1,,20200210PWA_03 ,Customer rang to reported ground fire start at the incident address. A crew attended and found a customers tree had rubbed through the 2W grey service cable from pole to house. This resulted in the service breaking and falling to the ground starting a gra,,7.62,0,Non forest,Non forest,6,6,0,101.1082993,95833,KYAB,KYABRAM,,75.8,24.4,17.9,0
1141,1142,Jamena 19/24,Jamena,21/11/2019,11/21/19 0:00,43790.0,0.613888889,-37.7113,144.886413,"EASEMENT EX WESTFIELD SHOPPING TOWN, TULLAMARINE VIC 3043",,AW9,22kV AC,Urban, - overhead conductor (bare; all aluminium conductor),three phase,Started by lightning striking a distribution system or a part of a distribution system ,LBRA only,0.2,Very high,1.0,0.2,,20191217JEM_03,Lightning strike igniting a small grass fire,,7.62,0,Non forest,Non forest,6,6,0,84.03875732,94867,TRNX,BMTC ANNEXE,,60.8,21.8,20.4,0
726,727,Jamena 19/21,Jamena,16/07/2019,7/16/19 0:00,43662.0,0.722997685,-37.75462,144.864213,"38 BORDEAUX STREET, AVONDALE HEIGHTS VIC 3034",,BY14,22kV AC,Urban, - crossarm (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,No forecast,0.1,0.02,,20200224JEM_02,Pole top / crossarm fire,,7.62,0,Non forest,Non forest,6,6,0,49.51728439,94866,YMML,MELBOURNE AP,,52.8,15,7.7,0
464,465,Powercor 16/109,Powercor,16/01/2017,1/16/17 0:00,42751.0,0.884722222,-38.074242,144.39519,,30073835.0,FNS032,22kV AC,Rural Short, - overhead conductor (bare; all aluminium conductor),three phase,Started in or originated from a distribution system,HBRA only,1.0,High,0.5,0.5,12727.0,20170118PWA_01,"Attending crew found centre phase 19/3.25 AAC HV conductor had hit the ground between P52 (LIS-60484) and P53 (LIS- 44188), conductor had broken off at strain termination fitting. The broken termination was on the load side which meant the conductor on th",,7.62,0,Non forest,Non forest,6,6,0,2.723858118,94854,YMAV,AVALON AWS,,33.2,26.5,23.4,0
459,460,PowerCor 19/321,PowerCor,28/06/2020,6/28/20 0:00,44010.0,0.488888889,-37.955752,144.303094,"415 CARRS ROAD,ANAKIE,VIC,3213",30312072.0,CRO013,22kV AC,Rural Short, - dropper / bridge,three phase,Started in or originated from a distribution system,within area delineated on plan LEGL./16-354,4.6,No forecast,0.1,0.46,,20200629PWA_06 ,"Customer reported flames and smoke coming from pole on his property, farm has lost supply. Crew found a HV lead on the sub pole had burnt out and required replacing.",,7.62,0,Non forest,Non forest,6,6,0,103.854538,94854,YMAV,AVALON AWS,,30.8,14.9,7.6,0
1506,1507,Powercor 18/267,Powercor,16/03/2019,16/03/2019,,,-36.276383,145.41128,"185 Zeerust Rd, Zeerust VIC 3634",,SHN011,Low voltage AC (<1kV),Rural Long, - connection box,three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,,20190605PWA_05 ,"CFA reported transformer fire at the incident location.
Upon arrival crew found that a LV fuse box had melted and candled due to excessive hea.
No ground fire resulted or any other 3 party damage.",,7.62,0,Non forest,Non forest,6,6,0,108.9926987,94875,YSHT,SHEPPARTON AWS,,14.6,24.8,15.9,0
