,Latitude_3,Longitude_3,Voltage_of_line_in_which__fire_,Location_multiplier,Danger_multiplier,Product_of_multipliers,COVER,HEIGHT,FOREST,Elevation,Monthly Avg Rainfall,Monthly Mean Max Temperature,Monthly Mean Solar Exposure,Is_Fire,day,month,year
642,-38.06954843,145.4678657,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,41.18249893,30.8,14.9,7.6,1,19,06,2020
643,-38.07031599,145.494067,22kV AC,0.2,0.2,0.04,6,6,0,36.17610168,24.9,21.4,19.2,1,3,10,2018
644,-37.92217401,145.475614,22kV AC,0.2,0.2,0.04,6,6,0,278.5588074,69.6,22,19.8,1,15,11,2018
645,-38.05626001,145.466837,22kV AC,1.0,0.5,0.5,6,6,0,48.70573807,14.6,24.8,15.9,1,7,03,2019
646,-37.98470198,145.463754,Low voltage AC (<1kV),1.0,0.1,0.1,6,6,0,217.0037231,35.6,14.5,7.9,1,1,07,2017
647,-37.94798799,145.4872858,22kV AC,0.2,0.1,0.02,6,6,0,252.2442169,43.4,20.7,18.3,1,12,10,2017
648,-37.92531902,145.497474,22kV AC,0.2,1.0,0.2,5,5,1,175.764389,73.6,27.2,23.9,1,12,01,2018
649,-37.93724598,145.48891,22kV AC,0.2,0.5,0.1,5,5,1,173.808136,73.6,27.2,23.9,1,20,01,2018
650,-37.95354398,145.504284,22kV AC,1.0,0.5,0.5,6,6,0,203.3007507,24.6,24.9,16.6,1,16,03,2018
651,-38.07215001,145.475896,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,36.36301041,24.6,24.9,16.6,1,18,03,2018
652,-37.92660098,145.508559,Low voltage AC (<1kV),4.6,0.2,0.92,6,6,0,223.9376221,19,21.8,10.9,1,4,04,2018
653,-38.03324402,145.481912,Low voltage AC (<1kV),1.0,0.1,0.1,6,6,0,147.5758667,68.6,14.6,7.2,1,1,07,2016
654,-38.04425501,145.496411,22kV AC,1.0,0.1,0.1,6,6,0,84.13491058,70.2,19.3,17.5,1,9,10,2016
655,-38.09262999,145.502171,22kV AC,1.0,0.5,0.5,6,6,0,16.54319954,29.2,26.9,16.8,1,8,03,2017
656,-38.07070298,145.572549,22kV AC,1.0,0.5,0.5,6,6,0,43.39263916,29.2,26.9,16.8,1,18,03,2017
657,-37.93487398,145.599341,22kV AC,1.0,0.1,0.1,2,2,1,189.0629578,27.7,21.3,18.8,1,1,10,2019
658,-38.09095103,145.779089,22kV AC,1.0,0.2,0.2,6,6,0,48.50398254,117.3,25.7,22.1,1,13,12,2018
659,-38.02657899,145.603894,22kV AC,1.0,0.5,0.5,6,6,0,143.4567566,12.6,28.4,25.6,1,16,01,2019
660,-38.06230501,145.675399,12.7kV AC (SWER),1.0,0.5,0.5,6,6,0,74.00022125,14.6,24.8,15.9,1,15,03,2019
661,-38.02822201,145.801906,22kV AC,1.0,0.1,0.1,6,6,0,115.2855225,72.2,17.6,7.3,1,10,05,2018
662,-38.04291501,146.009248,22kV AC,1.0,0.1,0.1,6,6,0,271.4117432,52.8,15,7.7,1,9,07,2019
663,-38.011247,145.913131,22kV AC,1.0,0.2,0.2,6,6,0,229.0875854,75.8,24.4,17.9,1,19,02,2020
664,-37.92899399,145.961079,22kV AC,1.0,0.1,0.1,6,6,0,485.6875,82.8,16.4,8.3,1,31,05,2020
665,-38.01730402,145.973597,22kV AC,1.0,0.2,0.2,6,6,0,260.0016479,20.3,26,21.4,1,6,02,2019
666,-37.927899,145.950214,22kV AC,1.0,0.2,0.2,6,6,0,411.9850769,142.7,20.8,10.8,1,11,04,2017
667,-38.06971402,146.582825,22kV AC,1.0,0.2,0.2,6,6,0,100.5179977,75.8,24.4,17.9,1,20,02,2020
668,-38.022076,146.669446,22kV AC,1.0,0.2,0.2,6,6,0,69.57269287,69.6,22,19.8,1,9,11,2018
669,-38.06523601,146.623765,Low voltage AC (<1kV),1.0,0.2,0.2,6,6,0,66.08634949,19,21.8,10.9,1,20,04,2018
670,-38.02138202,146.634425,22kV AC,1.0,0.2,0.2,6,6,0,127.9413757,33.2,26.5,23.4,1,10,01,2017
671,-37.95019001,146.951822,22kV AC,0.2,0.1,0.02,6,6,0,26.59424019,64.3,14.5,10,1,30,08,2019
672,-37.96768999,146.867165,22kV AC,0.2,0.5,0.1,6,6,0,33.99124146,27.7,21.3,18.8,1,24,10,2019
673,-37.968447,146.940511,22kV AC,0.2,3.5,0.7,6,6,0,27.10274506,4.4,24.6,24.7,1,30,12,2019
674,-37.98227899,146.883127,22kV AC,0.2,0.2,0.04,6,6,0,30.2579422,145.6,19.3,9.8,1,6,04,2020
675,-38.07592802,146.891761,22kV AC,0.2,1.0,0.2,6,6,0,23.91658974,1.2,27,20.8,1,28,02,2018
676,-38.020553,146.962375,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,25.34560013,24.6,24.9,16.6,1,22,03,2018
677,-38.06934299,147.083583,22kV AC,0.2,0.1,0.02,6,6,0,9.99216938,82.8,16.4,8.3,1,28,05,2020
678,-37.97078764,146.9818138,22kV AC,0.2,0.1,0.02,6,6,0,29.31250191,30.8,14.9,7.6,1,24,06,2020
679,-38.04509699,147.031395,22kV AC,0.2,0.2,0.04,6,6,0,18.68122864,69.6,22,19.8,1,4,11,2018
680,-37.93220298,147.097241,22kV AC,1.0,0.2,0.2,6,6,0,42.34791565,20.3,26,21.4,1,19,02,2019
681,-38.01722798,147.004803,22kV AC,0.2,0.2,0.04,6,6,0,19.9994812,43.4,20.7,18.3,1,24,10,2017
682,-37.98770402,147.076882,22kV AC,0.2,0.2,0.04,6,6,0,12.30802345,119.2,25,22.4,1,29,12,2017
683,-38.04085399,147.101344,22kV AC,0.2,1.0,0.2,6,6,0,10.89618492,1.2,27,20.8,1,28,02,2018
684,-38.07819899,147.101382,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,10.00140476,70.2,19.3,17.5,1,30,10,2016
685,-37.96309999,146.98581,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,40.19153214,33.2,26.5,23.4,1,17,01,2017
686,-38.031794,146.9864232,22kV AC,0.2,0.1,0.02,6,6,0,14.43742561,21.4,14.9,7.2,1,25,06,2017
687,-37.848705,141.83669,12.7kV AC (SWER),4.6,2.0,9.2,4,4,1,137.9078979,47,25.9,20.5,1,22,02,2017
688,-37.776795,141.87242,22kV AC,4.6,0.2,0.92,6,6,0,184.7306976,142.7,20.8,10.8,1,3,04,2017
689,-37.790818,142.323965,66kV AC,4.6,1.0,4.6,6,6,0,230.0708008,78.2,22.9,14.4,1,19,03,2020
690,-37.862849,142.56469,Low voltage AC (<1kV),4.6,0.2,0.92,6,6,0,210.615799,36.4,20.8,19.5,1,24,11,2016
691,-37.806333,142.802281,22kV AC,4.6,0.1,0.46,6,6,0,230.7256012,82.8,16.4,8.3,1,23,05,2020
692,-37.774106,143.061664,12.7kV AC (SWER),4.6,3.5,16.1,6,6,0,228.0944061,4.4,24.6,24.7,1,20,12,2019
693,-37.867192,143.46184,12.7kV AC (SWER),4.6,0.5,2.3,6,6,0,260.191925,47.7,25.5,24,1,20,12,2016
694,-37.874369,143.765717,12.7kV AC (SWER),4.6,0.5,2.3,6,6,0,250.3780365,129.4,26.9,21.8,1,15,01,2020
696,-37.841542,144.277458,22kV AC,4.6,0.2,0.92,2,2,1,233.1208344,78.2,22.9,14.4,1,3,03,2020
698,-37.745617,144.605512,Low voltage AC (<1kV),1.0,0.2,0.2,6,6,0,117.0716248,4.4,24.6,24.7,1,6,12,2019
699,-37.897486,144.648251,22kV AC,0.2,0.2,0.04,6,6,0,23.00452232,75.8,24.4,17.9,1,10,02,2020
700,-37.769545,144.609335,22kV AC,1.0,0.5,0.5,6,6,0,134.0967255,75.8,24.4,17.9,1,25,02,2020
701,-37.739589,144.639519,22kV AC,1.0,0.1,0.1,6,6,0,118.3975067,82.8,16.4,8.3,1,29,05,2020
702,-37.879311,144.67591,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,23.00002289,33.2,26.5,23.4,1,23,01,2017
703,-37.736908,144.8095,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,74.98396301,64.3,14.5,10,1,20,08,2019
704,-37.85864,144.714935,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,16.84951401,60.8,21.8,20.4,1,1,11,2019
705,-37.870122,144.704957,22kV AC,0.2,0.2,0.04,6,6,0,19.00022125,60.8,21.8,20.4,1,2,11,2019
706,-37.876483,144.695206,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,27.00092888,60.8,21.8,20.4,1,21,11,2019
707,-37.874045,144.789352,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,3.923262835,60.8,21.8,20.4,1,21,11,2019
708,-37.875347,144.795302,22kV AC,0.2,2.0,0.4,6,6,0,2.013332367,4.4,24.6,24.7,1,20,12,2019
709,-37.82859,144.80782,22kV AC,0.2,3.5,0.7,6,6,0,18.00145149,4.4,24.6,24.7,1,30,12,2019
710,-37.795417,144.804941,22kV AC,0.2,0.5,0.1,6,6,0,39.49747086,4.4,24.6,24.7,1,31,12,2019
711,-37.742404,144.809215,22kV AC,0.2,0.5,0.1,6,6,0,70.32225037,4.4,24.6,24.7,1,31,12,2019
712,-37.819772,144.807787,22kV AC,0.2,0.5,0.1,6,6,0,26.13194847,4.4,24.6,24.7,1,31,12,2019
713,-37.764445,144.81539,22kV AC,0.2,0.5,0.1,6,6,0,49.99982834,4.4,24.6,24.7,1,31,12,2019
714,-37.76448,144.839673,22kV AC,0.2,0.5,0.1,6,6,0,50.70197296,4.4,24.6,24.7,1,31,12,2019
715,-37.800574,144.810939,22kV AC,0.2,0.5,0.1,6,6,0,34.0004158,4.4,24.6,24.7,1,31,12,2019
716,-37.783936,144.813865,22kV AC,0.2,0.5,0.1,6,6,0,37.93027115,129.4,26.9,21.8,1,1,01,2020
717,-37.880321,144.785688,22kV AC,0.2,0.5,0.1,6,6,0,3.664911747,129.4,26.9,21.8,1,13,01,2020
718,-37.748067,144.772105,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,69.73641205,129.4,26.9,21.8,1,15,01,2020
719,-37.764403,144.768034,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,57.28574371,129.4,26.9,21.8,1,30,01,2020
720,-37.755721,144.738665,22kV AC,0.2,0.2,0.04,6,6,0,78.99794006,75.8,24.4,17.9,1,6,02,2020
721,-37.856226,144.816667,11kV AC,0.2,0.5,0.1,6,6,0,5.084988117,75.8,24.4,17.9,1,13,02,2020
722,-37.822449,144.832647,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,17.78129578,75.8,24.4,17.9,1,14,02,2020
723,-37.847127,144.80981,66kV AC,0.2,0.5,0.1,6,6,0,10.89873886,75.8,24.4,17.9,1,19,02,2020
724,-37.826412,144.8574,66kV AC,0.2,0.2,0.04,6,6,0,20.0,78.2,22.9,14.4,1,26,03,2020
725,-37.765364,144.888772,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,11.0,52.8,15,7.7,1,9,07,2019
726,-37.75462,144.864213,22kV AC,0.2,0.1,0.02,6,6,0,49.51728439,52.8,15,7.7,1,16,07,2019
727,-37.827451,144.871259,22kV AC,0.2,0.2,0.04,6,6,0,15.0,60.8,21.8,20.4,1,12,11,2019
728,-37.805868,144.884592,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,19.06669807,4.4,24.6,24.7,1,21,12,2019
729,-37.780781,144.872218,22kV AC,0.2,3.5,0.7,6,6,0,35.25111389,4.4,24.6,24.7,1,30,12,2019
730,-37.778042,144.884959,66kV AC,0.2,0.5,0.1,6,6,0,40.0,4.4,24.6,24.7,1,31,12,2019
731,-37.740833,144.905654,11kV AC,0.2,0.5,0.1,6,6,0,58.55699921,4.4,24.6,24.7,1,31,12,2019
732,-37.859289,144.886744,22kV AC,0.2,0.5,0.1,6,6,0,7.305278778,4.4,24.6,24.7,1,31,12,2019
733,-37.795792,144.884871,22kV AC,0.2,0.5,0.1,6,6,0,27.99999619,4.4,24.6,24.7,1,31,12,2019
734,-37.733131,144.880891,22kV AC,0.2,0.5,0.1,6,6,0,65.03205872,4.4,24.6,24.7,1,31,12,2019
735,-37.795301,144.904318,22kV AC,0.2,0.5,0.1,6,6,0,20.64294815,4.4,24.6,24.7,1,31,12,2019
736,-37.745989,144.872078,22kV AC,0.2,0.5,0.1,6,6,0,57.01063538,4.4,24.6,24.7,1,31,12,2019
737,-37.748487,144.860911,22kV AC,0.2,0.5,0.1,6,6,0,57.99999619,4.4,24.6,24.7,1,31,12,2019
738,-37.747624,144.879677,66kV AC,0.2,0.2,0.04,6,6,0,18.82752228,129.4,26.9,21.8,1,5,01,2020
739,-37.8285,144.89203,22kV AC,0.2,0.2,0.04,6,6,0,11.66930866,129.4,26.9,21.8,1,5,01,2020
740,-37.756673,144.861139,22kV AC,0.2,1.0,0.2,6,6,0,48.50457764,78.2,22.9,14.4,1,13,03,2020
741,-37.786848,144.879318,22kV AC,0.2,1.0,0.2,6,6,0,34.27507782,78.2,22.9,14.4,1,13,03,2020
742,-37.800689,144.904794,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,19.82694054,145.6,19.3,9.8,1,7,04,2020
749,-37.74093537,144.7010388,Low voltage AC (<1kV),1.0,0.2,0.2,6,6,0,94.99996185,69.6,22,19.8,1,26,11,2018
750,-37.778079,144.860445,22kV AC,0.2,0.1,0.02,6,6,0,34.10825729,49.4,15.1,10.1,1,18,08,2018
751,-37.779495,144.878501,22kV AC,0.2,2.0,0.4,6,6,0,37.01626587,12.6,28.4,25.6,1,25,01,2019
752,-37.818833,144.859527,22kV AC,0.2,0.5,0.1,6,6,0,15.80219269,14.6,24.8,15.9,1,6,03,2019
753,-37.80396,144.869925,22kV AC,0.2,1.0,0.2,6,6,0,25.39953613,14.6,24.8,15.9,1,29,03,2019
754,-37.835415,144.886527,22kV AC,0.2,0.2,0.04,6,6,0,11.99817371,11.6,22,11.1,1,10,04,2019
755,-37.7916424,144.7840118,22kV AC,0.2,1.0,0.2,6,6,0,42.62436676,19,21.8,10.9,1,8,04,2018
756,-37.795364,144.887438,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,26.75095749,43.4,20.7,18.3,1,29,10,2017
757,-37.817,144.849731,22kV AC,0.2,0.5,0.1,6,6,0,20.59119797,73.6,27.2,23.9,1,30,01,2018
758,-37.779265,144.852006,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,40.95783997,1.2,27,20.8,1,7,02,2018
759,-37.77303,144.8563,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,34.55085754,1.2,27,20.8,1,28,02,2018
760,-37.767153,144.855093,22kV AC,0.2,0.2,0.04,6,6,0,41.46513367,24.6,24.9,16.6,1,1,03,2018
761,-37.805653,144.880514,22kV AC,0.2,0.2,0.04,6,6,0,22.9666214,24.6,24.9,16.6,1,1,03,2018
762,-37.8306046,144.881744,22kV AC,0.2,0.1,0.02,6,6,0,13.76986885,47.2,14.3,7.2,1,1,06,2018
763,-37.762806,144.8339,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,51.99996567,47.7,25.5,24,1,12,12,2016
764,-37.732649,144.82386,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,64.914505,47.7,25.5,24,1,20,12,2016
765,-37.753897,144.80484,22kV AC,0.2,0.5,0.1,6,6,0,56.87099838,47.7,25.5,24,1,20,12,2016
766,-37.744484,144.77803,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,70.2390976,47.7,25.5,24,1,23,12,2016
767,-37.794519,144.82506,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,32.35044098,47,25.9,20.5,1,5,02,2017
768,-37.82732,144.77876,22kV AC,0.2,0.5,0.1,6,6,0,26.77666664,47,25.9,20.5,1,17,02,2017
769,-37.844918,144.72777,22kV AC,0.2,0.5,0.1,6,6,0,26.93361664,47,25.9,20.5,1,27,02,2017
770,-37.870832,144.70094,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,22.14125443,29.2,26.9,16.8,1,9,03,2017
771,-37.77308,144.82172,22kV AC,0.2,0.5,0.1,6,6,0,42.62878418,29.2,26.9,16.8,1,12,03,2017
772,-37.846004,144.68516,22kV AC,0.2,0.2,0.04,6,6,0,36.98242188,142.7,20.8,10.8,1,2,04,2017
773,-37.805845,144.83166,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,27.39299965,142.7,20.8,10.8,1,18,04,2017
774,-37.815177,144.83287,22kV AC,0.2,0.1,0.02,6,6,0,23.32497025,69.4,15.9,10.1,1,19,08,2016
775,-37.824882,144.872873,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,14.84959698,36.4,20.8,19.5,1,1,11,2016
776,-37.786986,144.887052,22kV AC,0.2,0.2,0.04,6,6,0,35.33203125,36.4,20.8,19.5,1,26,11,2016
777,-37.808268,144.841731,22kV AC,0.2,0.5,0.1,6,6,0,28.40256691,47.7,25.5,24,1,8,12,2016
778,-37.819705,144.893738,22kV AC,0.2,0.5,0.1,6,6,0,12.59537792,33.2,26.5,23.4,1,10,01,2017
779,-37.79582,144.903494,22kV AC,0.2,0.2,0.04,6,6,0,21.93499756,47,25.9,20.5,1,5,02,2017
780,-37.73615,144.884365,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,59.87652969,29.2,26.9,16.8,1,16,03,2017
781,-37.814641,144.857707,22kV AC,0.2,0.2,0.04,6,6,0,17.63884163,29.2,26.9,16.8,1,22,03,2017
782,-37.85114614,145.1233189,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,92.52501678,52.8,15,7.7,1,17,07,2019
783,-37.90800994,145.0979876,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,64.11188507,64.3,14.5,10,1,7,08,2019
784,-37.88012134,145.1405625,22kV AC,0.2,0.1,0.02,6,6,0,117.0902863,51.4,17.8,14.5,1,10,09,2019
785,-37.75794066,145.1131237,11kV AC,0.2,0.1,0.02,6,6,0,22.0256176,51.4,17.8,14.5,1,21,09,2019
786,-37.84666966,145.1041635,11kV AC,0.2,0.2,0.04,6,6,0,86.70583344,60.8,21.8,20.4,1,4,11,2019
787,-37.80791411,145.1211466,22kV AC,0.2,0.2,0.04,6,6,0,76.5507431,60.8,21.8,20.4,1,26,11,2019
788,-37.88840701,144.9958456,11kV AC,0.2,1.0,0.2,6,6,0,3.999320984,4.4,24.6,24.7,1,9,12,2019
789,-37.89783627,145.1233678,22kV AC,0.2,0.2,0.04,6,6,0,97.25159454,4.4,24.6,24.7,1,10,12,2019
790,-37.82187906,145.1113437,22kV AC,0.2,3.5,0.7,6,6,0,101.2302933,4.4,24.6,24.7,1,30,12,2019
791,-37.82433381,145.1228355,22kV AC,0.2,3.5,0.7,6,6,0,84.00193787,4.4,24.6,24.7,1,30,12,2019
792,-37.76360155,145.1192571,11kV AC,0.2,0.5,0.1,6,6,0,69.27600861,4.4,24.6,24.7,1,31,12,2019
793,-37.84060298,145.1113877,22kV AC,0.2,0.5,0.1,6,6,0,76.65799713,4.4,24.6,24.7,1,31,12,2019
794,-37.85224679,145.132898,22kV AC,0.2,0.2,0.04,6,6,0,115.9893799,129.4,26.9,21.8,1,5,01,2020
795,-37.86804919,145.0282235,66kV AC,0.2,0.2,0.04,6,6,0,48.3735733,129.4,26.9,21.8,1,5,01,2020
796,-37.77857506,145.1120388,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,78.05216217,129.4,26.9,21.8,1,11,01,2020
797,-37.88099982,144.9856426,11kV AC,0.2,0.5,0.1,6,6,0,2.0,129.4,26.9,21.8,1,11,01,2020
798,-37.8897554,145.0623049,11kV AC,0.2,0.2,0.04,6,6,0,45.81336594,129.4,26.9,21.8,1,21,01,2020
799,-37.85836592,145.0658914,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,47.00669098,75.8,24.4,17.9,1,7,02,2020
800,-37.88706947,145.0463189,11kV AC,0.2,0.5,0.1,6,6,0,44.27031326,75.8,24.4,17.9,1,19,02,2020
801,-37.8796814,145.0444096,11kV AC,0.2,0.2,0.04,6,6,0,48.82831573,145.6,19.3,9.8,1,9,04,2020
802,-37.88212511,144.9783556,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,2.0,82.8,16.4,8.3,1,6,05,2020
803,-37.87144543,144.9961657,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,8.895962715,82.8,16.4,8.3,1,9,05,2020
804,-37.88224698,145.0110809,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,26.98370552,82.8,16.4,8.3,1,14,05,2020
805,-37.88308842,144.9900519,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,2.0,82.8,16.4,8.3,1,21,05,2020
806,-37.90530677,144.988061,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,7.844623566,30.8,14.9,7.6,1,9,06,2020
807,-37.734103,144.982549,22kV AC,0.2,1.0,0.2,6,6,0,51.08898163,60.8,21.8,20.4,1,21,11,2019
808,-37.739954,144.934307,22kV AC,0.2,0.2,0.04,6,6,0,64.86813354,60.8,21.8,20.4,1,26,11,2019
809,-37.74027,144.962707,22kV AC,0.2,0.2,0.04,6,6,0,63.82338333,60.8,21.8,20.4,1,26,11,2019
810,-37.731786,145.057096,22kV AC,0.2,2.0,0.4,6,6,0,96.41369629,4.4,24.6,24.7,1,20,12,2019
811,-37.726054,144.951282,22kV AC,0.2,0.2,0.04,6,6,0,70.50000763,129.4,26.9,21.8,1,5,01,2020
812,-37.732344,144.945651,22kV AC,0.2,0.5,0.1,6,6,0,64.93319702,129.4,26.9,21.8,1,7,01,2020
813,-37.730953,144.950822,22kV AC,0.2,1.0,0.2,6,6,0,68.00000763,129.4,26.9,21.8,1,10,01,2020
814,-37.73166,145.084643,22kV AC,0.2,0.2,0.04,6,6,0,62.0324707,129.4,26.9,21.8,1,26,01,2020
815,-37.751425,144.96683,22kV AC,0.2,0.2,0.04,6,6,0,54.94400787,145.6,19.3,9.8,1,12,04,2020
816,-37.794768,145.06377,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,27.65502739,52.8,15,7.7,1,16,07,2019
817,-37.841577,144.97613,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,5.630476952,64.3,14.5,10,1,12,08,2019
818,-37.842685,144.98775,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,11.89110947,64.3,14.5,10,1,22,08,2019
819,-37.761141,144.996719,11kV AC,0.2,0.2,0.04,6,6,0,51.78774261,27.7,21.3,18.8,1,18,10,2019
820,-37.755466,145.008276,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,66.60010529,4.4,24.6,24.7,1,20,12,2019
821,-37.820542,145.099577,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,105.288475,4.4,24.6,24.7,1,20,12,2019
822,-37.834643,145.050693,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,47.61688232,4.4,24.6,24.7,1,24,12,2019
823,-37.804791,145.063226,Low voltage AC (<1kV),0.2,3.5,0.7,6,6,0,46.94447708,4.4,24.6,24.7,1,30,12,2019
824,-37.784097,145.079144,11kV AC,0.2,3.5,0.7,6,6,0,39.14947891,4.4,24.6,24.7,1,30,12,2019
825,-37.862637,144.985896,11kV AC,0.2,0.5,0.1,6,6,0,12.67869568,4.4,24.6,24.7,1,31,12,2019
826,-37.752049,144.934771,11kV AC,0.2,0.5,0.1,6,6,0,26.34461784,4.4,24.6,24.7,1,31,12,2019
827,-37.864651,145.000254,66kV AC,0.2,0.5,0.1,6,6,0,17.0015049,4.4,24.6,24.7,1,31,12,2019
828,-37.863618,145.016591,11kV AC,0.2,0.5,0.1,6,6,0,49.45066452,4.4,24.6,24.7,1,31,12,2019
829,-37.831945,144.951085,11kV AC,0.2,0.5,0.1,6,6,0,2.649358034,4.4,24.6,24.7,1,31,12,2019
830,-37.836326,145.06263,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,61.99606705,129.4,26.9,21.8,1,3,01,2020
831,-37.835174,144.958917,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,13.00137424,129.4,26.9,21.8,1,15,01,2020
832,-37.84403,144.942994,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,2.001878977,129.4,26.9,21.8,1,15,01,2020
833,-37.856231,144.990293,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,16.03239632,129.4,26.9,21.8,1,21,01,2020
834,-37.818901,145.008913,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,13.94056129,129.4,26.9,21.8,1,30,01,2020
835,-37.775051,144.943997,6.6kV AC,0.2,1.0,0.2,6,6,0,35.00428772,78.2,22.9,14.4,1,13,03,2020
836,-37.767268,145.008178,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,46.23068619,145.6,19.3,9.8,1,29,04,2020
837,-37.855706,145.002918,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,30.95732689,82.8,16.4,8.3,1,21,05,2020
838,-37.765556,144.949222,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,49.70279694,82.8,16.4,8.3,1,23,05,2020
839,-37.831243,145.093409,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,88.88185883,52.8,15,7.7,1,4,07,2019
840,-37.72604399,145.133448,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,67.30429077,129.4,26.9,21.8,1,22,01,2020
841,-37.73268201,145.137159,22kV AC,4.6,0.2,0.92,6,6,0,31.87931061,145.6,19.3,9.8,1,4,04,2020
842,-37.87514911,145.1245756,11kV AC,0.2,0.1,0.02,6,6,0,109.9863739,22,14.8,8,1,24,07,2018
843,-37.90485924,145.1234447,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,96.304039,22,14.8,8,1,28,07,2018
844,-37.89938411,145.095349,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,69.3013916,22,14.8,8,1,31,07,2018
845,-37.90328162,145.0452851,11kV AC,0.2,0.1,0.02,6,6,0,39.91696167,49.4,15.1,10.1,1,28,08,2018
846,-37.85133897,145.1249583,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,101.9462509,19,17.2,14.6,1,4,09,2018
847,-37.78699118,145.1344049,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,114.0203247,19,17.2,14.6,1,7,09,2018
848,-37.88025599,144.9974476,11kV AC,0.2,0.1,0.02,6,6,0,15.06539536,19,17.2,14.6,1,12,09,2018
849,-37.89761326,145.036058,11kV AC,0.2,0.2,0.04,6,6,0,38.63806152,24.9,21.4,19.2,1,15,10,2018
850,-37.89010552,145.0652072,11kV AC,0.2,0.2,0.04,6,6,0,44.0158844,24.9,21.4,19.2,1,20,10,2018
851,-37.86289559,145.0359417,11kV AC,0.2,0.2,0.04,6,6,0,46.26171875,69.6,22,19.8,1,20,11,2018
852,-37.89688303,145.1043181,11kV AC,0.2,1.0,0.2,6,6,0,84.25245667,117.3,25.7,22.1,1,27,12,2018
853,-37.7667678,145.136208,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,65.98451996,117.3,25.7,22.1,1,29,12,2018
854,-37.90256057,145.0435854,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,41.12155151,12.6,28.4,25.6,1,1,01,2019
855,-37.85028426,145.0697076,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,34.9053688,12.6,28.4,25.6,1,16,01,2019
856,-37.9066546,145.0092331,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,14.20993328,12.6,28.4,25.6,1,24,01,2019
857,-37.9024879,145.0685626,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,46.57975006,12.6,28.4,25.6,1,24,01,2019
